EVC_NO,USER_ID,START_DATE,START_TIME,END_DATE,END_TIME,VAC_HRS,STATUS,START_FLAG,AGENT_NO,VAC_TYPE,DEL_FLAG,REMARK,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SUBMIT_TIME,DELAY_FLAG,SOURCE_NUMBER
EVC202207251457,I20037,2022-07-26,0900,2022-07-26,1800,8,Y,Y,I40013,C,N,,I20037,"2022-07-25 23:57:27",SYS,"2022-07-26 10:50:55","2022-07-25 23:57:27",N,NULL
EVC202207261458,J20037,2022-07-27,0900,2022-07-27,1330,3.5,Y,Y,J20034,E1,N,健康檢查,J20037,"2022-07-26 08:59:31",SYS,"2022-07-26 17:22:28","2022-07-26 08:59:32",N,NULL
EVC202207261459,S20041,2022-07-28,0930,2022-07-28,1430,4,Y,Y,S20003,E1,N,健檢,S20041,"2022-07-26 11:03:17",SYS,"2022-07-26 17:22:34","2022-07-26 11:03:18",N,NULL
EVC202207261460,S20003,2022-07-27,0930,2022-07-27,1430,4,Y,Y,S20041,E1,N,健檢,S20003,"2022-07-26 11:03:18",SYS,"2022-07-26 17:22:38","2022-07-26 11:03:18",N,NULL
EVC202207261461,S20041,2022-07-28,1430,2022-07-28,1830,4,Y,Y,S20003,1V,N,,S20041,"2022-07-26 11:05:15",SYS,"2022-07-26 17:22:42","2022-07-26 11:05:16",N,NULL
EVC202207261462,S20003,2022-07-27,1430,2022-07-27,1830,4,Y,Y,S20041,1V,N,,S20003,"2022-07-26 11:07:15",SYS,"2022-07-26 17:22:46","2022-07-26 11:07:15",N,NULL
EVC202207261463,S000A6,2022-07-26,0930,2022-07-26,1030,1,Y,Y,S000A9,1V,N,看醫生,S000A6,"2022-07-26 11:16:39",SYS,"2022-07-27 10:42:46","2022-07-26 11:16:39",Y,NULL
EVC202207261464,F20030,2022-07-26,1430,2022-07-26,1830,4,Y,Y,F40024,1V,N,,F20030,"2022-07-26 12:05:52",SYS,"2022-07-26 17:22:49","2022-07-26 12:05:53",N,NULL
EVC202207261465,B40013,2022-07-26,0930,2022-07-26,1100,1.5,Y,Y,A00001,E,N,潘眼科對帳,B40013,"2022-07-26 12:35:26",SYS,"2022-07-26 18:44:53","2022-07-26 12:35:26",Y,NULL
EVC202207261466,M40066,2022-07-12,0930,2022-07-12,1200,2.5,Y,Y,M40068,E1,N,健檢,M40066,"2022-07-26 13:43:47",SYS,"2022-07-26 18:44:58","2022-07-26 13:43:48",Y,NULL
EVC202207261467,M40066,2022-07-29,0930,2022-07-29,1830,8,Y,Y,M40068,D,N,,M40066,"2022-07-26 13:44:31",SYS,"2022-07-26 18:45:02","2022-07-26 13:44:31",N,NULL
EVC202207261468,S20104,2022-07-19,0930,2022-07-19,1830,8,Y,Y,S000A9,E,N,台中出差,S20104,"2022-07-26 14:03:23",SYS,"2022-07-27 10:42:54","2022-07-26 14:03:26",Y,NULL
EVC202207261469,S20104,2022-07-27,1230,2022-07-27,1830,5,Y,Y,S000A9,E,N,桃園出差,S20104,"2022-07-26 14:04:46",SYS,"2022-07-27 10:42:59","2022-07-26 14:04:46",N,NULL
EVC202207261470,S20104,2022-07-29,0930,2022-07-29,1830,8,Y,Y,S000A9,E,N,台南出差,S20104,"2022-07-26 14:05:13",SYS,"2022-07-27 10:43:03","2022-07-26 14:05:14",N,NULL
EVC202207261471,J20040,2022-07-05,0900,2022-07-05,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:02:11",SYS,"2022-07-31 05:23:56","2022-07-26 15:02:12",Y,NULL
EVC202207261472,J20040,2022-07-06,0900,2022-07-06,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:02:43",SYS,"2022-07-31 05:23:58","2022-07-26 15:02:43",Y,NULL
EVC202207261473,J20040,2022-07-07,0900,2022-07-07,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:03:11",SYS,"2022-07-31 05:24:00","2022-07-26 15:03:11",Y,NULL
EVC202207261474,J20040,2022-07-08,0900,2022-07-08,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:03:40",SYS,"2022-07-31 05:24:02","2022-07-26 15:03:41",Y,NULL
EVC202207261475,J20040,2022-07-19,0900,2022-07-19,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:04:17",SYS,"2022-07-31 05:24:04","2022-07-26 15:04:17",Y,NULL
EVC202207261476,J20040,2022-07-21,0900,2022-07-21,1400,4,Y,Y,K40005,E,N,收送鏡框，對帳,J20040,"2022-07-26 15:05:06",SYS,"2022-07-31 05:24:05","2022-07-26 15:05:07",Y,NULL
EVC202207261477,J20040,2022-07-22,0900,2022-07-22,1200,3,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-26 15:05:40",SYS,"2022-07-31 05:24:07","2022-07-26 15:05:40",Y,NULL
EVC202207261478,M40001,2022-07-05,0930,2022-07-05,1230,3,Y,Y,C40040,E,N,去深坑星展拜訪,M40001,"2022-07-26 15:19:21",SYS,"2022-07-26 18:45:05","2022-07-26 15:24:00",Y,NULL
EVC202207261479,M40001,2022-07-13,0930,2022-07-13,1230,3,Y,Y,C40040,E1,N,健檢,M40001,"2022-07-26 15:20:50",SYS,"2022-07-26 18:45:08","2022-07-26 15:20:51",Y,NULL
EVC202207261480,P20001,2022-08-01,0930,2022-08-01,1830,8,Y,Y,S000A6,1V,N,,P20001,"2022-07-26 15:58:01",SYS,"2022-07-27 10:43:09","2022-07-26 15:58:02",N,NULL
EVC202207261481,S20110,2022-07-27,1430,2022-07-27,1830,4,Y,Y,S20091,1V,N,特休假,S20110,"2022-07-26 16:40:26",SYS,"2022-07-27 10:43:17","2022-07-26 16:40:26",N,NULL
EVC202207261482,A40106,2022-07-06,0930,2022-07-06,1000,0.5,Y,Y,A40103,1V,N,,A40106,"2022-07-26 16:45:22",SYS,"2022-07-31 05:24:10","2022-07-26 16:45:23",Y,NULL
EVC202207261483,A40106,2022-07-11,0930,2022-07-11,1030,1,Y,Y,A40103,E,N,業務執勤,A40106,"2022-07-26 16:46:04",SYS,"2022-07-31 05:24:12","2022-07-26 16:46:04",Y,NULL
EVC202207261484,A40106,2022-07-13,0930,2022-07-13,1830,8,Y,Y,A40103,1V,N,,A40106,"2022-07-26 16:46:44",SYS,"2022-07-31 05:24:16","2022-07-26 16:46:44",Y,NULL
EVC202207261485,A40106,2022-07-15,0930,2022-07-15,1000,0.5,Y,Y,A40103,1V,N,,A40106,"2022-07-26 16:47:09",SYS,"2022-07-31 05:24:20","2022-07-26 16:47:10",Y,NULL
EVC202207261486,A40106,2022-07-19,0930,2022-07-19,1000,0.5,Y,Y,A40103,1V,N,,A40106,"2022-07-26 16:47:47",SYS,"2022-07-31 05:24:24","2022-07-26 16:47:48",Y,NULL
EVC202207261487,A40106,2022-07-20,0930,2022-07-20,1000,0.5,Y,Y,A40103,1V,N,,A40106,"2022-07-26 16:48:10",SYS,"2022-07-31 05:24:26","2022-07-26 16:48:11",Y,NULL
EVC202207271488,S20098,2022-07-27,0930,2022-07-27,1000,0.5,Y,Y,S000A6,1V,N,,S20098,"2022-07-27 09:55:44",SYS,"2022-07-27 10:43:21","2022-07-27 09:55:45",Y,NULL
EVC202207271489,S20091,2022-07-28,0930,2022-07-28,1430,4,F,Y,S20110,E1,N,公假-體檢,S20091,"2022-07-27 09:58:20",SYS,"2022-07-28 14:32:41","2022-07-27 09:58:20",N,NULL
EVC202207271490,S20091,2022-07-28,1430,2022-07-28,1830,4,N,Y,S20110,1V,N,,S20091,"2022-07-27 09:59:10",S20091,"2022-07-27 09:59:10","2022-07-27 09:59:11",N,NULL
EVC202207271491,G20045,2022-07-27,0900,2022-07-27,1400,4,Y,Y,G20032,E1,N,體檢,G20045,"2022-07-27 10:44:21",SYS,"2022-07-28 14:32:45","2022-07-27 10:44:21",Y,NULL
EVC202207271492,J20040,2022-07-27,0900,2022-07-27,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-27 21:10:56",SYS,"2022-07-31 05:24:28","2022-07-27 21:10:57",Y,NULL
EVC202207271493,S000K3,2022-07-29,0900,2022-07-29,1800,8,Y,Y,G20041,1V,N,,S000K3,"2022-07-27 22:26:17",SYS,"2022-07-28 14:32:49","2022-07-27 22:26:18",N,NULL
EVC202207281494,F20036,2022-07-28,0930,2022-07-28,1830,8,Y,Y,F20034,B,N,病假染疫,F20036,"2022-07-28 09:13:05",SYS,"2022-07-29 17:59:13","2022-07-28 09:13:05",N,NULL
EVC202207281495,A40082,2022-08-11,0930,2022-08-11,1430,4,Y,Y,L20068,E1,N,健檢,A40082,"2022-07-28 09:28:17",SYS,"2022-07-28 14:32:52","2022-07-28 09:28:18",N,NULL
EVC202207281496,A40082,2022-08-11,1430,2022-08-11,1830,4,Y,Y,L20068,1V,N,,A40082,"2022-07-28 09:29:09",SYS,"2022-07-28 14:32:56","2022-07-28 09:29:10",N,NULL
EVC202207281497,B40030,2022-07-28,0930,2022-07-28,1230,3,Y,Y,A00001,1V,N,遲到,B40030,"2022-07-28 09:43:21",SYS,"2022-07-31 05:24:30","2022-07-28 09:43:21",Y,NULL
EVC202207281498,F20028,2022-07-29,0930,2022-07-29,1830,8,Y,Y,F40025,1V,N,,F20028,"2022-07-28 10:24:58",SYS,"2022-07-29 17:59:19","2022-07-28 10:24:59",N,NULL
EVC202207281499,A40103,2022-07-04,1000,2022-07-04,1100,1,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:17:16",SYS,"2022-07-31 05:24:33","2022-07-28 11:17:16",Y,NULL
EVC202207281500,A40103,2022-07-06,1000,2022-07-06,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:19:00",SYS,"2022-07-31 05:24:35","2022-07-28 11:19:01",Y,NULL
EVC202207281501,A40069,2022-07-06,0900,2022-07-06,1800,8,Y,Y,A40103,1V,N,腳受傷,A40069,"2022-07-28 11:19:23",SYS,"2022-07-31 05:24:38","2022-07-28 11:19:23",Y,NULL
EVC202207281502,A40103,2022-07-07,1000,2022-07-07,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:19:53",SYS,"2022-07-31 05:24:41","2022-07-28 11:19:54",Y,NULL
EVC202207281503,A40103,2022-07-12,1000,2022-07-12,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:20:50",SYS,"2022-07-31 05:24:43","2022-07-28 11:20:50",Y,NULL
EVC202207281504,A40103,2022-07-13,1000,2022-07-13,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:21:23",SYS,"2022-07-31 05:24:45","2022-07-28 11:21:23",Y,NULL
EVC202207281505,A40103,2022-07-14,1000,2022-07-14,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:21:58",SYS,"2022-07-31 05:24:48","2022-07-28 11:21:59",Y,NULL
EVC202207281506,A40103,2022-07-15,1000,2022-07-15,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:22:28",SYS,"2022-07-31 05:24:52","2022-07-28 11:22:28",Y,NULL
EVC202207281507,A40103,2022-07-18,1000,2022-07-18,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:22:55",SYS,"2022-07-31 05:24:54","2022-07-28 11:22:55",Y,NULL
EVC202207281508,A40103,2022-07-20,1000,2022-07-20,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:23:24",SYS,"2022-07-31 05:24:55","2022-07-28 11:23:24",Y,NULL
EVC202207281509,A40106,2022-07-05,0930,2022-07-05,1330,3,Y,Y,A40103,E1,N,健檢,A40106,"2022-07-28 11:26:39",SYS,"2022-07-31 05:24:57","2022-07-28 11:26:39",Y,NULL
EVC202207281510,A40103,2022-07-26,0930,2022-07-26,1430,4,Y,Y,A40106,E1,N,健康檢查,A40103,"2022-07-28 11:28:09",SYS,"2022-07-31 05:24:59","2022-07-28 11:28:09",Y,NULL
EVC202207281511,A40103,2022-07-26,1430,2022-07-26,1830,4,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:29:24",SYS,"2022-07-31 05:25:01","2022-07-28 11:29:25",Y,NULL
EVC202207281512,A40103,2022-07-27,0930,2022-07-27,1830,8,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:30:23",SYS,"2022-07-31 05:25:04","2022-07-28 11:30:24",Y,NULL
EVC202207281513,A40103,2022-07-28,1000,2022-07-28,1030,0.5,Y,Y,A40106,1V,N,,A40103,"2022-07-28 11:31:37",SYS,"2022-07-31 05:25:05","2022-07-28 11:31:38",Y,NULL
EVC202207281514,F40024,2022-07-29,0930,2022-07-29,1830,8,Y,Y,F20030,1V,N,,F40024,"2022-07-28 17:55:55",SYS,"2022-07-29 17:59:21","2022-07-28 17:55:55",N,NULL
EVC202207281515,M20027,2022-08-04,0930,2022-08-04,1430,4,Y,Y,M40026,E1,N,健檢,M20027,"2022-07-28 22:07:04",SYS,"2022-08-03 10:29:23","2022-07-28 22:07:04",N,NULL
EVC202207281516,M20027,2022-08-04,1430,2022-08-04,1830,4,Y,Y,M40026,1V,N,,M20027,"2022-07-28 22:09:33",SYS,"2022-08-03 10:29:28","2022-07-28 22:09:33",N,NULL
EVC202207281517,M20027,2022-08-19,0930,2022-08-19,1830,8,Y,Y,M40026,1V,N,,M20027,"2022-07-28 22:10:12",SYS,"2022-08-03 10:29:32","2022-07-28 22:10:12",N,NULL
EVC202207291518,F20036,2022-07-29,0930,2022-07-29,1830,8,N,Y,F20034,B,N,,F20036,"2022-07-29 08:46:27",SYS,"2022-08-01 00:00:40","2022-07-29 08:46:27",N,NULL
EVC202207291519,F20036,2022-08-01,0930,2022-08-01,1830,8,Y,Y,F20034,B,N,,F20036,"2022-07-29 08:47:34",SYS,"2022-08-02 11:13:41","2022-07-29 08:47:34",N,NULL
EVC202207291520,F20036,2022-08-02,0930,2022-08-02,1830,8,Y,Y,F20034,B,N,,F20036,"2022-07-29 08:48:57",SYS,"2022-08-02 11:13:47","2022-07-29 08:48:58",N,NULL
EVC202207291521,F20036,2022-08-03,0930,2022-08-03,1830,8,N,Y,F20034,B,N,,F20036,"2022-07-29 08:49:23",F20036,"2022-07-29 08:49:23","2022-07-29 08:49:23",N,NULL
EVC202207291522,L20036,2022-07-29,0930,2022-07-29,1830,8,Y,Y,L20004,1V,N,,L20036,"2022-07-29 09:02:14",SYS,"2022-07-29 17:59:24","2022-07-29 09:02:14",N,NULL
EVC202207291523,B40030,2022-07-29,0930,2022-07-29,1030,1,Y,Y,A00001,1V,N,交通事故車禍,B40030,"2022-07-29 10:29:22",SYS,"2022-07-31 05:25:09","2022-07-29 10:29:22",Y,NULL
EVC202207291524,E40004,2022-07-13,0900,2022-07-13,1330,3.5,Y,Y,E00005,E1,N,美兆健檢,E40004,"2022-07-29 14:05:08",SYS,"2022-07-31 05:25:11","2022-07-29 14:05:08",Y,NULL
EVC202207291525,E40004,2022-07-29,0900,2022-07-29,1800,8,Y,Y,E00005,OT,N,找工作,E40004,"2022-07-29 14:05:51",SYS,"2022-07-31 05:25:13","2022-07-29 14:05:51",Y,NULL
EVC202207291526,J40007,2022-07-01,0930,2022-07-01,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 15:53:03",SYS,"2022-07-31 05:25:15","2022-07-29 15:53:04",Y,NULL
EVC202207291527,J40007,2022-07-06,0930,2022-07-06,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 15:54:19",SYS,"2022-07-31 05:25:17","2022-07-29 15:54:19",Y,NULL
EVC202207291528,J40007,2022-07-13,0930,2022-07-13,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 15:55:47",SYS,"2022-07-31 05:25:19","2022-07-29 15:55:47",Y,NULL
EVC202207291529,J40007,2022-07-19,0930,2022-07-19,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 15:58:52",SYS,"2022-07-31 05:25:20","2022-07-29 15:58:53",Y,NULL
EVC202207291530,J40007,2022-07-20,0930,2022-07-20,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 16:20:42",SYS,"2022-07-31 05:25:23","2022-07-29 16:20:43",Y,NULL
EVC202207291531,J40007,2022-07-21,0930,2022-07-21,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 16:22:34",SYS,"2022-07-31 05:25:25","2022-07-29 16:22:34",Y,NULL
EVC202207291532,J40007,2022-07-22,0930,2022-07-22,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 16:23:20",SYS,"2022-07-31 05:25:26","2022-07-29 16:23:20",Y,NULL
EVC202207291533,J40007,2022-07-12,0930,2022-07-12,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2022-07-29 16:25:44",SYS,"2022-07-31 05:25:28","2022-07-29 16:25:44",Y,NULL
EVC202207291534,B40013,2022-07-28,0930,2022-07-28,1230,3,Y,Y,A00001,1V,N,,B40013,"2022-07-29 16:31:14",SYS,"2022-07-31 05:25:35","2022-07-29 16:31:14",Y,NULL
EVC202207291535,I40013,2022-07-28,0900,2022-07-28,1400,4,Y,Y,I20037,E1,N,健康檢查,I40013,"2022-07-29 17:30:44",SYS,"2022-07-31 05:25:40","2022-07-29 17:30:44",Y,NULL
EVC202207291536,J20040,2022-07-20,0900,2022-07-20,1000,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-07-29 18:32:17",SYS,"2022-07-31 05:25:42","2022-07-29 18:32:17",Y,NULL
EVC202207291537,J40017,2022-07-01,0930,2022-07-01,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:04:13",SYS,"2022-07-31 05:25:44","2022-07-29 19:04:13",Y,NULL
EVC202207291538,J40017,2022-07-05,0930,2022-07-05,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:05:56",SYS,"2022-07-31 05:25:46","2022-07-29 19:05:57",Y,NULL
EVC202207291539,J40017,2022-07-07,0930,2022-07-07,1030,1,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:07:17",SYS,"2022-07-31 05:25:48","2022-07-29 19:07:17",Y,NULL
EVC202207291540,J20041,2022-07-20,0900,2022-07-20,1130,2.5,Y,Y,K40005,E1,N,健健,J20041,"2022-07-29 19:07:33",SYS,"2022-07-31 05:25:51","2022-07-29 19:07:33",Y,NULL
EVC202207291541,J20041,2022-07-21,0900,2022-07-21,1630,6.5,Y,Y,K40005,1V,N,特休不夠扣,J20041,"2022-07-29 19:12:06",SYS,"2022-07-31 05:25:53","2022-07-29 19:12:06",Y,NULL
EVC202207291542,J40017,2022-07-12,0930,2022-07-12,1030,1,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:13:28",SYS,"2022-07-31 05:25:57","2022-07-29 19:13:28",Y,NULL
EVC202207291543,J40017,2022-07-18,0930,2022-07-18,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:18:01",SYS,"2022-07-31 05:25:59","2022-07-29 19:18:01",Y,NULL
EVC202207291544,J40017,2022-07-21,0900,2022-07-21,1800,8,Y,Y,K40005,1V,N,年資假,J40017,"2022-07-29 19:24:48",SYS,"2022-07-31 05:26:01","2022-07-29 19:24:48",Y,NULL
EVC202207291545,J40017,2022-07-22,0930,2022-07-22,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:26:03",SYS,"2022-07-31 05:26:03","2022-07-29 19:26:03",Y,NULL
EVC202207291546,J40017,2022-07-25,0930,2022-07-25,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:28:58",SYS,"2022-07-31 05:26:04","2022-07-29 19:28:58",Y,NULL
EVC202207291547,J40017,2022-07-26,0930,2022-07-26,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:30:18",SYS,"2022-07-31 05:26:06","2022-07-29 19:30:18",Y,NULL
EVC202207291548,J40017,2022-07-28,0900,2022-07-28,1800,8,Y,Y,K40005,E,N,收帳,J40017,"2022-07-29 19:32:06",SYS,"2022-07-31 05:26:10","2022-07-29 19:32:07",Y,NULL
EVC202207291549,J40017,2022-07-29,0930,2022-07-29,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-07-29 19:33:13",SYS,"2022-07-31 05:26:12","2022-07-29 19:33:14",Y,NULL
EVC202207301550,S000A3,2022-07-29,1700,2022-07-29,1830,1.5,N,Y,S20100,E,N,用接待新加坡IT及BU財務,S000A3,"2022-07-30 00:38:45",S000A3,"2022-07-30 00:38:45","2022-07-30 00:38:46",Y,NULL
EVC202207301551,S000A3,2022-07-28,1700,2022-07-28,1830,1.5,Y,Y,S20100,E,N,"接待新加坡IT 及BU財務",S000A3,"2022-07-30 00:43:01",SYS,"2022-07-31 05:26:16","2022-07-30 00:44:14",Y,NULL
EVC202207301552,S000A3,2022-07-29,0930,2022-07-29,1500,4.5,Y,Y,S20100,E,N,到EPTW開ERP會議,S000A3,"2022-07-30 00:49:29",SYS,"2022-07-31 05:26:18","2022-07-30 00:49:29",Y,NULL
EVC202207301553,S20091,2022-07-28,0930,2022-07-28,1300,3,Y,Y,S20110,E1,N,公假-體檢,S20091,"2022-07-30 09:54:51",SYS,"2022-07-31 05:26:21","2022-07-30 09:54:52",Y,NULL
EVC202207301554,L20065,2022-08-04,0930,2022-08-04,1430,4,Y,Y,L20068,E1,N,健檢,L20065,"2022-07-30 19:46:12",SYS,"2022-08-02 11:13:51","2022-07-30 19:46:13",N,NULL
EVC202207301555,L20065,2022-08-19,0930,2022-08-19,1830,8,Y,Y,L20068,1V,N,,L20065,"2022-07-30 19:48:48",SYS,"2022-08-02 11:13:54","2022-07-30 19:48:49",N,NULL
EVC202207311556,S20108,2022-08-01,1330,2022-08-01,1830,5,Y,Y,S20100,E,N,汽車保養維修,S20108,"2022-07-31 21:32:25",SYS,"2022-08-01 11:15:37","2022-07-31 21:32:26",N,NULL
EVC202208011557,S20104,2022-08-01,0930,2022-08-01,1330,3,Y,Y,S000A9,1V,N,小孩第一天幼稚園,S20104,"2022-08-01 08:37:01",SYS,"2022-08-01 11:15:34","2022-08-01 08:37:02",N,NULL
EVC202208011558,L20070,2022-08-02,0930,2022-08-02,1230,3,N,Y,L20068,E1,N,體檢,L20070,"2022-08-01 10:40:04",L20070,"2022-08-01 10:40:04","2022-08-01 10:40:05",N,NULL
EVC202208011559,L20070,2022-08-02,1330,2022-08-02,1830,5,N,Y,L20068,C,N,家裡有事,L20070,"2022-08-01 10:40:57",L20070,"2022-08-01 10:40:57","2022-08-01 10:40:58",N,NULL
EVC202208011560,L20070,2022-08-02,0930,2022-08-02,1430,4,Y,Y,L20068,E1,N,體檢,L20070,"2022-08-01 10:44:26",SYS,"2022-08-02 11:14:05","2022-08-01 10:44:26",N,NULL
EVC202208011561,L20070,2022-08-02,1430,2022-08-02,1830,4,Y,Y,L20068,C,N,家裡有事,L20070,"2022-08-01 10:45:11",SYS,"2022-08-02 11:14:12","2022-08-01 10:45:11",N,NULL
EVC202208011562,L20064,2022-08-04,0930,2022-08-04,1430,4,Y,Y,A40082,E1,N,建檢,L20064,"2022-08-01 12:47:18",SYS,"2022-08-02 11:14:17","2022-08-01 12:47:19",N,NULL
EVC202208011563,L20064,2022-08-04,1430,2022-08-04,1830,4,Y,Y,A40082,1V,N,,L20064,"2022-08-01 12:52:38",SYS,"2022-08-02 11:14:20","2022-08-01 12:52:39",N,NULL
EVC202208011564,G20043,2022-08-02,0900,2022-08-02,1400,4,Y,Y,G20042,E1,N,公假健檢,G20043,"2022-08-01 13:02:24",SYS,"2022-08-03 18:44:25","2022-08-01 13:02:25",N,NULL
EVC202208011565,F20036,2022-07-29,0930,2022-07-29,1830,8,N,Y,F20034,B,N,,F20036,"2022-08-01 13:41:35",SYS,"2022-08-01 13:41:41","2022-08-01 13:41:36",Y,NULL
EVC202208011566,F20036,2022-08-03,0930,2022-08-03,1830,8,Y,Y,F20034,B,N,,F20036,"2022-08-01 13:42:29",SYS,"2022-08-03 10:29:40","2022-08-01 13:42:30",N,NULL
EVC202208011567,I20032,2022-08-05,0900,2022-08-05,1800,8,Y,Y,I20020,H3,N,高層次產檢,I20032,"2022-08-01 15:08:53",SYS,"2022-08-03 10:29:43","2022-08-01 15:11:12",N,NULL
EVC202208011568,S20001,2022-08-09,0930,2022-08-11,1830,24,Y,Y,S20081,1V,N,家族旅遊,S20001,"2022-08-01 16:14:06",SYS,"2022-08-03 10:29:49","2022-08-01 16:14:07",N,NULL
EVC202208011569,G40035,2022-08-02,0900,2022-08-05,1800,32,Y,Y,G20041,1V,N,"摔車 四肢都受傷 養傷",G40035,"2022-08-01 17:37:03",SYS,"2022-08-03 13:47:46","2022-08-01 17:37:03",N,NULL
EVC202208021570,L20004,2022-08-03,0930,2022-08-03,1430,4,Y,Y,L20036,E1,N,健檢,L20004,"2022-08-02 00:04:33",SYS,"2022-08-02 11:14:24","2022-08-02 00:04:33",N,NULL
EVC202208021571,B40030,2022-08-04,0930,2022-08-05,1830,16,Y,Y,A00001,1V,N,,B40030,"2022-08-02 09:00:58",SYS,"2022-08-03 10:29:56","2022-08-02 09:00:59",N,NULL
EVC202208021572,F20036,2022-08-04,0930,2022-08-04,1830,8,Y,Y,F20034,B,N,,F20036,"2022-08-02 09:11:18",SYS,"2022-08-03 10:30:00","2022-08-02 09:11:18",N,NULL
EVC202208021573,L20004,2022-08-03,1430,2022-08-03,1830,4,Y,Y,L20036,1V,N,,L20004,"2022-08-02 09:36:17",SYS,"2022-08-02 11:14:27","2022-08-02 09:36:18",N,NULL
EVC202208021574,S000A3,2022-08-02,0930,2022-08-02,1030,1,Y,Y,S20100,D,N,身體不適,S000A3,"2022-08-02 10:22:14",SYS,"2022-08-02 11:14:31","2022-08-02 10:22:14",Y,NULL
EVC202208021575,L20064,2022-08-02,0930,2022-08-02,1000,0.5,Y,Y,A40082,1V,N,,L20064,"2022-08-02 12:50:59",SYS,"2022-08-02 17:46:51","2022-08-02 12:50:59",Y,NULL
EVC202208021576,B20005,2022-08-03,0930,2022-08-03,1430,4,Y,Y,A20001,E1,N,健康檢查,B20005,"2022-08-02 13:05:22",SYS,"2022-08-05 09:26:17","2022-08-02 13:05:22",N,NULL
EVC202208021577,B20005,2022-08-03,1430,2022-08-03,1830,4,Y,Y,A20001,1V,N,特休,B20005,"2022-08-02 13:07:29",SYS,"2022-08-05 09:26:22","2022-08-02 13:07:29",N,NULL
EVC202208021578,I20020,2022-08-03,0900,2022-08-04,1800,16,Y,Y,I20032,OT,N,謀職假,I20020,"2022-08-02 13:33:54",SYS,"2022-08-03 10:30:06","2022-08-02 13:33:54",N,NULL
EVC202208021579,F40024,2022-08-03,0930,2022-08-03,1430,4,Y,Y,F20030,E1,N,公司健檢,F40024,"2022-08-02 19:14:40",SYS,"2022-08-03 10:30:10","2022-08-02 19:14:40",N,NULL
EVC202208021580,F40024,2022-08-03,1430,2022-08-03,1830,4,Y,Y,F20030,1V,N,,F40024,"2022-08-02 19:15:29",SYS,"2022-08-03 10:30:12","2022-08-02 19:15:30",N,NULL
EVC202208021581,F20027,2022-08-01,0930,2022-08-31,1830,184,Y,Y,F40024,H6,N,育嬰留停,F20027,"2022-08-02 20:05:13",SYS,"2022-08-03 18:44:29","2022-08-02 20:05:13",Y,NULL
EVC202208021582,I40014,2022-08-03,0900,2022-08-03,1400,4,Y,Y,I20030,E1,N,體檢,I40014,"2022-08-02 20:58:26",SYS,"2022-08-05 15:52:12","2022-08-02 20:58:27",N,NULL
EVC202208031583,I20037,2022-08-04,0900,2022-08-04,1400,4,Y,Y,I40013,E1,N,公司體檢,I20037,"2022-08-03 15:50:30",SYS,"2022-08-03 18:44:33","2022-08-03 15:50:35",N,NULL
