確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,20,新竹縣,新埔鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,新竹縣,竹東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,新竹縣,竹北市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,20,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,新竹縣,湖口鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,20,新竹縣,新豐鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,20,新竹縣,關西鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,西區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,西區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,西區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,20,嘉義市,西區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,20,嘉義市,東區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,20,嘉義縣,朴子市,F,否,1,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,新港鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,布袋鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,溪口鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,水上鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,布袋鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,東石鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,中埔鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,嘉義縣,民雄鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,梅山鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,嘉義縣,鹿草鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,溪口鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,水上鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,中埔鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,20,嘉義縣,六腳鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,布袋鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,民雄鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,鹿草鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,嘉義縣,新港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,竹塘鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,埤頭鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,溪湖鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,福興鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,二林鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,20,彰化縣,大城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,竹塘鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,秀水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,員林市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,彰化縣,埔鹽鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,溪州鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,福興鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,20,彰化縣,和美鎮,M,否,0,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,和美鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,芬園鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,鹿港鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,秀水鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,花壇鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,鹿港鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,和美鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,溪湖鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,大城鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,永靖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,田尾鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,員林市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,20,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,埤頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,溪州鄉,M,否,70+,4
嚴重特殊傳染性肺炎,2023,20,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,彰化市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,20,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,彰化縣,線西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,湖西鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,白沙鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,湖西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,馬公市,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,20,澎湖縣,馬公市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台中市,大甲區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台中市,北區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,21,台中市,北區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,21,台中市,潭子區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,F,否,50-54,2
嚴重特殊傳染性肺炎,2023,21,台中市,南區,F,否,50-54,2
嚴重特殊傳染性肺炎,2023,21,台中市,北區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,大甲區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,大肚區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,南屯區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,豐原區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,大雅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,東區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,潭子區,F,否,65-69,3
嚴重特殊傳染性肺炎,2023,21,台中市,大甲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,北區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台中市,外埔區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,后里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,沙鹿區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,南區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台中市,神岡區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,梧棲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,清水區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,新社區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,豐原區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,東勢區,M,否,0,1
嚴重特殊傳染性肺炎,2023,21,台中市,南屯區,M,否,10-14,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,M,否,40-44,2
嚴重特殊傳染性肺炎,2023,21,台中市,南區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台中市,東區,M,否,50-54,2
嚴重特殊傳染性肺炎,2023,21,台中市,南屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台中市,龍井區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台中市,大甲區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,外埔區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,21,台中市,西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,東勢區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,清水區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,豐原區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台中市,霧峰區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,西區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,21,台中市,南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,梧棲區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,21,台中市,后里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,南屯區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,清水區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台中市,龍井區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台中市,大甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,大里區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,大雅區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,中區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,北屯區,M,否,70+,9
嚴重特殊傳染性肺炎,2023,21,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,石岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,西屯區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,21,台中市,西區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,東勢區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,南屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,南區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台中市,烏日區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,神岡區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台中市,梧棲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,清水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台中市,豐原區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,21,台北市,松山區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,F,否,3,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台北市,萬華區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,大同區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,F,否,70+,7
嚴重特殊傳染性肺炎,2023,21,台北市,大同區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,F,否,70+,9
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,F,否,70+,9
嚴重特殊傳染性肺炎,2023,21,台北市,中正區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,21,台北市,松山區,F,否,70+,10
嚴重特殊傳染性肺炎,2023,21,台北市,信義區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,21,台北市,南港區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,21,台北市,萬華區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,M,否,3,1
嚴重特殊傳染性肺炎,2023,21,台北市,大同區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,21,台北市,信義區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,中正區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,信義區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,萬華區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台北市,大同區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台北市,南港區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台北市,士林區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台北市,大安區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,21,台北市,中山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台北市,中正區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,21,台北市,內湖區,M,否,70+,10
嚴重特殊傳染性肺炎,2023,21,台北市,文山區,M,否,70+,9
嚴重特殊傳染性肺炎,2023,21,台北市,北投區,M,否,70+,9
嚴重特殊傳染性肺炎,2023,21,台北市,松山區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,21,台北市,信義區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台北市,南港區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,21,台北市,萬華區,M,否,70+,8
嚴重特殊傳染性肺炎,2023,21,台東縣,台東市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台東縣,大武鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台東縣,台東市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台東縣,關山鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台東縣,成功鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台東縣,台東市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台東縣,卑南鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台東縣,關山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安平區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,21,台南市,東區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台南市,永康區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,21,台南市,北區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,21,台南市,永康區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台南市,新市區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台南市,東區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,21,台南市,安平區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台南市,關廟區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台南市,中西區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,安平區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,白河區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台南市,下營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,大內區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,中西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,仁德區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,六甲區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,北門區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安定區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安南區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,21,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,佳里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,南區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,後壁區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,將軍區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,善化區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,新化區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,新營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,學甲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,關廟區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,鹽水區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,白河區,M,否,1,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,M,否,10-14,1
嚴重特殊傳染性肺炎,2023,21,台南市,安南區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,21,台南市,北區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,21,台南市,北區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台南市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,21,台南市,下營區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,中西區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,21,台南市,永康區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,白河區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,安定區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,官田區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,柳營區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,21,台南市,歸仁區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,台南市,玉井區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台南市,新營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,台南市,學甲區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,21,台南市,歸仁區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,21,台南市,七股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,下營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,仁德區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,六甲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,北區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,21,台南市,永康區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,玉井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,安南區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,21,台南市,佳里區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,官田區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,南化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,後壁區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,柳營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,將軍區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,新化區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,台南市,新市區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,楠西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,台南市,關廟區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,台南市,鹽水區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,五結鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,宜蘭市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,壯圍鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,宜蘭市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,大同鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,員山鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,壯圍鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,頭城鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,蘇澳鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,五結鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,壯圍鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,宜蘭市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,員山鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,頭城鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,21,宜蘭縣,蘇澳鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,21,空值,空值,F,是,70+,1
嚴重特殊傳染性肺炎,2023,21,空值,空值,M,是,55-59,2
嚴重特殊傳染性肺炎,2023,21,空值,空值,M,是,60-64,1
